course,book_id,bookclub,chat_crew,pseudonym,message,time,is_answer,page,response_number,uptake
PIM P1,260,4,1,Patricia Green,sentence*,2021-02-23 20:32:42,False,9,2.4,
PIM P1,260,4,1,Linda Long,"There, lol. what do you girls think?",2021-02-23 20:33:35,False,9,2.4,
PIM P1,260,4,1,Michelle Rivera,I like it...,2021-02-23 20:33:52,False,10,2.4,Affirm
PIM P1,260,4,1,Linda Long,"So, we title it SUBMITTED and that's it, right?",2021-02-23 20:34:41,False,9,2.4,
PIM P1,260,4,1,Patricia Green,Good job!,2021-02-23 20:34:47,False,9,2.4,Affirm
PIM P1,260,4,1,Patricia Green,"Yes, I believe so and then fill out the survey thing back on canvas saying we completed the assignment. And that's it right?",2021-02-23 20:35:26,False,9,2.4,Affirm
PIM P1,260,4,1,Michelle Rivera,"Yes, and I know that we are going with just answering but should you want to see an ending I was messing around with I would gladly share (we don't have to submit that necessarily)",2021-02-23 20:35:36,False,10,2.4,
PIM P1,260,4,1,Michelle Rivera,I believe that is all the survey and canvas yes,2021-02-23 20:36:00,False,10,2.4,
PIM P1,260,4,1,Patricia Green,"Sure, share it. I am curious.",2021-02-23 20:36:12,False,9,2.4,
PIM P1,260,4,1,Linda Long,"sure, let's see it",2021-02-23 20:36:35,False,9,2.4,
PIM P1,260,4,1,Linda Long,I like it,2021-02-23 20:38:07,False,9,2.4,Affirm
PIM P1,260,4,1,Patricia Green,Yes!! Well done.,2021-02-23 20:38:49,False,9,2.4,Affirm
PIM P1,260,4,1,Patricia Green,I can see it clearly.,2021-02-23 20:38:58,False,9,2.4,Affirm
PIM P1,260,4,1,Linda Long,Yes it fits well with the story,2021-02-23 20:39:18,False,9,2.4,Affirm
PIM P1,260,4,1,Michelle Rivera,"yay, lol.",2021-02-23 20:39:34,False,10,2.4,Affirm
PIM P1,260,4,1,Linda Long,We could leave it in if you want. We've answered the questions and then some. I don't think it would hurt. What do you girls think?,2021-02-23 20:39:51,False,9,2.4,Elaborate
PIM P1,260,4,1,Patricia Green,"If you would like, we can leave both our answers and your ending. That way we have both options covered. But if you'd rather not that's okay too.",2021-02-23 20:39:59,False,9,2.4,Elaborate
PIM P1,260,4,1,Patricia Green,"I agree, Linda Long. If you are okay with that, Michelle Rivera?",2021-02-23 20:40:31,False,9,2.4,Affirm
PIM P1,260,4,1,Michelle Rivera,"I feel the flow doesn't entirely match the original story, but I felt it was awkwardly written and okay. We can add (ending) before it?",2021-02-23 20:40:39,False,10,2.4,Disagree
PIM P1,260,4,1,Linda Long,I say leave it in. It's well-written and adds depth to the answers.,2021-02-23 20:40:47,False,9,2.4,Affirm
PIM P1,260,4,1,Michelle Rivera,Good with the parentheses?,2021-02-23 20:41:15,False,10,2.4,
PIM P1,260,4,1,Patricia Green,Good idea. And I agree that original story was very awkwardly written. The syntax was strange.,2021-02-23 20:41:34,False,9,2.4,Affirm
PIM P1,260,4,1,Linda Long,"It might not add to the style in which it was written, but what you predicted to happen fits well with the story in my opinion",2021-02-23 20:41:48,False,9,2.4,Affirm
PIM P1,260,4,1,Michelle Rivera,thank you,2021-02-23 20:42:18,False,10,2.4,Affirm
PIM P1,260,4,1,Patricia Green,I agree Linda Long. It makes logical sense as a conclusion based on previous events in the story.,2021-02-23 20:42:38,False,9,2.4,Affirm
PIM P1,260,4,1,Michelle Rivera,yet also leaves it open ended (because how can we decide whether the princess lives or dies),2021-02-23 20:43:13,False,10,2.4,
PIM P1,260,4,1,Patricia Green,True!!,2021-02-23 20:43:47,False,9,2.4,Affirm
PIM P1,260,4,1,Patricia Green,I'd say we pretty have wrapped things up then. It was nice working with both of you!,2021-02-23 20:43:55,False,9,2.4,Filler
PIM P1,260,4,1,Linda Long,"Well, the title of the story is a question - one that may never be answered. I think that was deliberate.",2021-02-23 20:44:00,False,9,2.4,Filler
PIM P1,260,4,1,Linda Long,Good job ladies. Thank you both.,2021-02-23 20:44:20,False,9,2.4,Affirm
PIM P1,260,4,1,Patricia Green,"Yes, thank you too. Good job everyone. :)",2021-02-23 20:44:49,False,9,2.4,Filler
PIM P1,260,4,1,Michelle Rivera,"Yes thank you, glad we could get on at the same time. :)",2021-02-23 20:45:30,False,10,2.4,Filler
PIM P1,261,1,0,pim-30,I think she sends him to to the tiger. She could live with his death but not with him living with another woman.,2020-10-19 23:39:00,False,10,,
PIM P1,261,1,0,pim-16,I totally agree.,2020-10-20 10:33:00,False,10,,Affirm
PIM P1,261,1,0,pim-16, I think she sends him to the tiger. Its clear she had jealousy issues and she was raised by a father that is erratic and delivers justice according to a whim. I dont think she would think reasonably.,2020-10-20 10:33:00,False,10,,Elaborate
PIM P1,261,1,0,pim-16,"As for part 2 of the question...I think the father upon finding out what the daughter had done would totally subvert the natural order of things and not have her go through the process of justice that others do. He would be furious with her and would punish her in some way but, not by putting her in the arena. I dont think he could cope with her dying by the tiger or being forced to marry a person below her royal status.",2020-10-20 10:36:00,False,10,,
PIM P1,261,1,0,pim-30,"I agree, ",2020-10-21 02:56:00,False,10,,Affirm
PIM P1,261,1,0,pim-30,I don't think the father would put his daughter through the same system of justice. I wonder if he would even be all the upset though - because either way he is rid of the man causing him problems - either to death or to be married off to someone else.,2020-10-21 02:56:00,False,10,,Elaborate
PIM P1,261,1,0,pim-16,I think he would be upset...even just for the fact that her behavior is a bad reflection on him. He sounds very narcissistic so I dont know if he would feel real love for his daughter but her behavior and a public trial would bruise his ego. That in itself would be enough for him to brush her crimes under the carpet.,2020-10-21 07:49:00,False,10,,
PIM P1,261,1,0,pim-30,That's true -,2020-10-21 08:09:00,False,10,,Affirm
PIM P1,261,1,0,pim-30, but maybe he's the only one who knows what she did?,2020-10-21 08:09:00,False,10,,Filler
PIM P1,261,1,0,pim-21,"Part 1: What Happens next...I believe in love overall.  I believe she chose to love him by giving him life and happiness.  This is what love truly is.  The story describes her as jovial.  Although her father appears quite selfish, he adores her which means she has seen true love.  So, out comes the lady.",2020-10-21 20:38:00,False,10,,
PIM P1,261,1,0,pim-21,"I agree with Anne Marie and Rachel, ",2020-10-21 20:41:00,False,10,,Affirm
PIM P1,261,1,0,pim-21,"despite the consistent behavior and system of punishment, I do not think the king would send his daughter to the arena. The story tells us that she is the apple of his eye  and that she is above all what his heart cares for.  I do not think he could bear losing her or watching her give love to anyone but him.  I fear the father would punish her by keeping her with him for the rest of her life.  Going to the arena would be too much punishment for him.",2020-10-21 20:41:00,False,10,,Elaborate
PIM P1,261,1,0,pim-20,"This is such an unfortunate story. It looks to me that no matter the choice, all parties will be unhappy. I'd like to think that even though she did inherit some of her dad's fury, she would still try to give her lover a chance and not pick the door with the tiger. Perhaps, she doesn't want to be as cruel as her father, and in the name of love, sacrificed her fate to allow her lover to live. I agree with some of your sentiments about the obsession and control the father holds over his daughter. She has ",2020-10-22 08:14:00,False,10,,
PIM P1,261,1,0,pim-20,acce,2020-10-22 08:14:00,False,10,,
PIM P1,261,1,0,pim-24,"I think the story is supposed to be a 'it's up to interpretation' kind of ending, but in a way that purposefully leads you to believe that she sends him to the tiger. But that feels like such a shallow stereotype of a jealous woman. The story talks a lot about how they understand each other fully, without needing to speak, so I thought that she pointed him toward the door with the woman (her sacrifice, letting him be happy without her), but he knew that and purposefully chose the tiger (his sacrifice, not ",2020-10-22 11:14:00,False,9,,
PIM P1,261,1,0,pim-24,w,2020-10-22 11:14:00,False,9,,
PIM P1,261,1,0,pim-30,"Maybe I'm a skeptic, but I'm not convinced she sends him on to live his happily ever after with another woman.  There's a whole paragraph on the last page about how the whole idea of that tormented here. And she asks Would it not be better for him to die at once  and go to wait for her in the blessed regions of semi-barbaric futurity?""",2020-10-22 23:56:00,False,10,,
PIM P1,261,1,0,pim-30,I still think she sent him to the tiger!,2020-10-22 23:56:00,False,10,,Disagree
PIM P1,261,1,0,pim-30,...,2020-10-23 10:50:00,False,10,,
PIM P1,261,1,0,pim-30,...,2020-10-23 10:50:00,False,10,,
PIM P1,261,1,0,pim-30,...,2020-10-23 10:50:00,False,10,,
PIM P1,261,1,0,pim-22,"Part 1
I believe that the lady will be behind the doors. I think that the Princess loved her lover too much to allow him to be eaten by the Tiger. She would rather see him out and about the kingdom happy with someone else then torn into pieces by the tiger.  However, I am a divorced mom of two kids and my interpretation might be a little off, since I always wanted and are still looking for that fairy tale kind of ending. The one where true love exists no matter what the couple faces.

Part 2
I believe that",2020-10-28 22:13:00,False,10,,
PIM P1,261,1,0,pim-22,"Part 2
I believe that when the King discovers that his daughter had broken the law by finding out what was behind the door and then signaling to her lover which one to open, he would be in infuriated. The story stated that he was extremely close to the Princess and resented her se ret relationship.  I believe that if the Princess saved her lover from the tiger, he would retry him and put a tiger behind both doors. The Story stated that the King was barbaric in nature so I feel he would make the Princess ",2020-10-28 22:15:00,False,10,,
PIM P1,261,1,0,pim-22,att,2020-10-28 22:15:00,False,10,,
PIM P1,261,1,0,pim-18,Part 1  I believe that the tiger is behind the door.  I think the princess is barbaric and can't stand the thought of her lover with another.,2020-10-31 12:37:00,False,9,,
PIM P1,261,1,0,pim-18,Part 1  I believe the tiger will be behind the door.  I think the princess is barbaric and won't be able to stand her lover with another.,2020-10-31 12:38:00,False,9,,
PIM P1,261,1,0,pim-18,Part 2  I believe that the king will punish his daughter.  I'm not sure how.  I think it depends on whether the tiger or the woman comes out of the door.  Perhaps he might even make her choose a door.,2020-10-31 12:39:00,False,9,,
PIM P1,261,1,0,pim-25,I believe she sent him to the tiger.  A king's daughter would not want to share a lover or see him with another woman.,2020-10-31 16:12:00,False,10,,
PIM P1,261,1,0,pim-25,Part 2:  I don't think the King will do anything to the Princess.  He knows both choices would be punishment for her and her lover.,2020-10-31 16:14:00,False,10,,
PIM P1,261,1,0,pim-25,"In addition, I was surprised the lover so quickly chose the right door after the princess signaled him.  He was willing to accept the fate that she chose.  I wonder if he knew what her choice would be.  I still don't think she would allow him to marry another, although that would be the choice I would make if I was in her shoes.",2020-10-31 23:25:00,False,10,,
PIM P1,261,1,0,pim-26,"Part 1: If she loves him, the princess will lead her lover to the door that will allow him to live. If she allows greed and envy to cloud her judgement, she will likely lead her lover to his death.",2020-11-02 03:19:00,False,9,,
PIM P1,261,1,0,pim-26,"Part 2: If the King is unbiased, he will treat her like any other person who had broken the law.",2020-11-02 03:22:00,False,9,,
PIM P1,261,1,0,pim-26,"I found myself conflicted for the princess. I always want a happy ending of some kind in the stories I read. However, it seems the princess loses either way in this story. If I were in her place, I would have allowed him to marry the woman rather than have him die a painful and bloody death.",2020-11-02 22:48:00,False,10,,
PIM P1,261,1,0,pim-26,"As for the King, he will likely send his daughter to face the same punishment as her lover. As a King, he should treat all lawbreaking the same. However, I wonder if he will crack and pull the same trick that the princess had with her lover or if he will remain firm with his decision.",2020-11-02 22:56:00,False,10,,
PIM P1,261,1,0,pim-23,"Part 1: I think that she guided him to the tiger. She was already jealous, and if she couldn't have him, then no one should.",2020-11-10 20:29:00,False,10,,
PIM P1,261,1,0,pim-23,"Part 2: Her father gets extremely upset with her for signaling her lover behind his back. He then forgives her because she has proven to be as strong as the rest of her family. Understanding that if she can't have him, no else can't either.",2020-11-10 20:33:00,False,10,,
PIM P1,261,1,0,pim-23,I completely agree with you,2020-11-10 20:37:00,False,10,,Affirm
PIM P1,261,1,0,pim-23, in being conflicted by happily ever after and greed. I chose the tiger behind the door because the story paints her out to be extremely jealous and barbaric.,2020-11-10 20:37:00,False,10,,Elaborate
Outreach P1,261,1,0,Lillian Flores,"It depends upon where the author wants to take the story. Given the princess's stealth and cunning in find out what was behind each door, I think she would rather see her lover dead than alive.",2021-02-15 22:28:49,False,13,,
Outreach P1,261,1,0,Kelly Thomas,"I agree with you Lillian Flores about it depending on someone, but I feel that it is up to the person reading the story and reflecting on the actions of the characters. In this case, the princess was jealous of the girl and she was also semi-barbaric like her father, so I feel she would have chosen the door with the tiger for the man. If I go with my own emotions, even though the author said not to base it on that, I would think that the princess would make the right choice with the right door and let him marry the man.  Although, would the man trust the princess enough and choose the same door as she indicated? So behind the right door would be the tiger.  They are both semibarbaric, so the King would most likely be disappointed at first, but either way, he got what he wanted and that was to keep his daughter away from this man. In this case, either sentence would be justice in his eyes.",2021-02-16 09:21:40,False,13,,Elaborate
Outreach P1,261,1,0,Kelly Thomas,Marry the girl not the man.,2021-02-16 09:22:32,False,13,,Elaborate
Outreach P1,261,1,0,Lillian Flores,"Hi Anne Lee. Yes, the reader will certainly bring her or his background and ideas to the story. And the king did indeed get what he wanted. Good points!",2021-02-18 12:23:15,False,13,,Affirm
Outreach P1,261,1,0,Anne Lee,"I agree with both of you. To me, it is more likely that the princess would tell the man to open the door to the tiger. There was no mention of the princess questioning the morality of sending him to his death. In fact, it appeared like she was leaning towards it as the more merciful option because he would have a quick death and then be waiting for her in the afterlife. I think if she was going to send him to the other lady, she would have shown more guilt over the option of the tiger.",2021-02-18 21:49:06,False,13,,Affirm
Outreach P1,261,1,0,Anne Lee,"As for the second question, I imagine the king would definitely send the princess to her own trial just like her lover. His barbarism is so calculated. He has come up with his perfect judgement system, allowing the accused to choose their own fate and leave it up to chance. I don't think there would be any exception to his system, even his own daughter.",2021-02-18 21:51:24,False,13,,Elaborate
Outreach P1,261,1,0,Rebecca Perez,Hi everyone! I think what happens next is that the princess let her lover marry the woman. The reason why I think she would do that is because she loves the man (as they had made each other the center of each others universe) and she would rather see him alive then feel guilty that she is the reason why he dies (she had nightmares of her lover being killed by the tiger). The king represent determinism and barbarism by having chance dictate one's choice (which he had demonstrated in the arena.)  The princess represented free will and progressivism because she actively went out of her way to know which door held which. I do not think a good lover will put harm's way to their love ones. The princess lost the man regardless of which door she choose but at least she can fulfill her role as a lover to never put harms way in his direction and not let the barbaric nature from her father's bloodline to overcome her moral compass.,2021-02-21 16:19:02,False,13,,Elaborate
Outreach P1,261,1,0,Rebecca Perez,"Yes, I understand the princess hated the to-be-bride but I just can't see the princess letting her lover die when she went to find out which door led to what. Don't you guys think that symbolize the progressive nature of the princess compared to the king's barbarism where the king rather let chance decide than free will? I think the moral of the story is that we can inherit bad and good traits from one's parents but when it comes to determining who we are as a character, our actions tells more than genetics (as the princess has done when she sought info for the doors rather than let her lover relied on chance at the arena).",2021-02-21 16:33:06,False,13,,Elaborate
Outreach P1,261,1,0,Rebecca Perez,"As for the 2nd part of the discussion, I don't think the king will ever hurt his daughter as it was mentioned in the story that she is the apple of his eye. I could see him scolding at the princess and put restrictions on her as punishment. In the story, it was implied that the princess is cunning and intelligent so I would suspect she can use her intelligence to calm down her father by appealing to his emotional side since the king is the barbaric one.  I could also see the princess twisting her father's logic that it is fate/chance that the princess has to break the law because if it  was really chance that determines all actions, then chance would had not let the princess not break the law (I hope that makes sense).",2021-02-21 16:45:37,False,13,,Elaborate
Outreach P1,261,1,0,Rebecca Perez,*would not let the princess break the law in the first place.,2021-02-21 16:47:17,False,13,,
Outreach P1,261,1,0,Kelly Thomas,"As for the King, I believe his system works and would put her through the same system because he fully believes in it. Not sure he wouldn't make sure what door the lion would be in and send her to the man of his choice. He is semibarbaric but loves his daughter and what better justice than marrying her with someone of his choice. Interesting ideas everyone...good job. :)",2021-02-22 22:08:52,False,13,,Elaborate
Outreach P1,261,1,0,Diana Phillips,"Hi Rebecca Perez, I think you make an excellent point regarding the Princess representing progressivism and the Kind representing determinism. I believe that the Princess displayed qualities of progressivism from the very beginning; she choose who to love on her own accord which proves that she believes in free will and the importance of making your own decisions in life. With that being said, this is this very reason that I believe she sends her lover to the door of the tiger; she obviously believes in free will, but she still has semi-barbaric tendencies which may cause her to put her own free will above everyone else's.",2021-02-23 14:10:08,False,13,,Elaborate
Outreach P1,261,1,0,Diana Phillips,"When the King discovers that his daughter has broken the law, I believe he would most likely make an exception for her. In the story it stated that the King put the love for his  therefore I highly doubt he would send her into the arena. Because of the King views himself and his daughter as royalty, I would speculate that he would come up with an  alternate punishment for his daughter . daughter above all of humanity"" and that she was the ""apple of his eye",2021-02-23 14:21:16,False,13,,Elaborate
Outreach P1,261,1,0,Mary Robinson,"My first thought was that the Princess would send her lover to the tiger (because she is like her father and seems to spend a lot more time dwelling on what would happen if he chose the door with the lady than what would happen if he got the tiger), but Michelle makes a good point - that she represents free will in opposition to her father (by finding out what was behind each door). I do think that a lot of this story rests in what the reader brings to it - whether the reader thinks that the Princess would send her lover to death or give him a life without her, depends upon the reader's perception of the world and of the context of the story, rather than just the story itself. Now, I do think that the King would alter the punishment for her daughter when he finds out that she broke the law, simply because he loves her so much and I don't think he would send her to the arena (although I think that would make a more interesting story in my opinion).",2021-02-24 13:47:27,False,13,,Elaborate
Outreach P1,261,1,0,Elizabeth Young,"I think that she sends her lover to another woman. Even though the thought of him being with someone else is devastating, I don't think she could handle knowing that she  I was secretly hoping that the Princess would find a way to be the woman behind the door that I can't see her just setting him up to die! I think that the King would put his daughter through the system caused his death. I agree with the idea that we will all bring our own ideas to how we interpret the story; I have always been a Disney fantasyland"" sort of girl- true love conquers all and all that other stuff. But she took such a risk to love him  even if that meant changing his rules about who could court his daughter. As I was reading the story  defying her father and choosing true love over being a princess!""",2021-02-25 09:54:43,False,13,,Elaborate
Outreach P1,261,1,0,Elizabeth Young,"Ana, I agree with you that the king is so adamant that his system is perfect that he would subject his daughter to it. I think he is somewhat blinded by his own importance, and feels that as king he should also be in charge of everyone's fate.  because if he truly loved her he would not have sent the one man that she loved into the arena. He would have moved mountains to make her happy",2021-02-25 09:58:13,False,13,,Elaborate
PIM P1,261,1,0,Helen Howard,"Part One: The lover picks the door which the Princess indicates, and the beautiful courtier is revealed. The Princess grappled with her thoughts and instincts, feeling jealous and thinking about sending her lover to his death rather than see him with another woman.  She ended up indicating the door which held the beautiful woman because she realized that she couldn't live with the knowledge that she had sent her lover to his ruin.  Deciding that she would rather see him alive, she shows him which door to pick.",2021-02-15 10:02:18,False,13,,
PIM P1,261,1,0,Helen Howard,"Part Two:  I believe the King would send his daughter to the tribunal, because even though he loves her and she is the apple of his eye, he is illustrated to be set in his ways.  He would not make an exception for her because he feels that he needs to establish his power over the citizens of the kingdom.  If he subjects his daughter to the same punishment, then he is proving his stance and making an example of her to his kingdom.  I believe she would find a way to outwit the King, maybe with the help of her lover who she granted life to in part one.",2021-02-15 10:05:17,False,13,,
PIM P1,261,1,0,Kathryn Bell,"I think she tells him to go to the right but he goes to the left, finding the lady behind the door. In that moment realizes that she led him to his death. The Princess then has to face the fact that he found out she would rather see him dead than with the lady.",2021-02-15 21:20:04,False,13,,
PIM P1,261,1,0,Kathryn Bell,"Although the King is one that like to follows the rules and has a very barbaric side, he doesn't send his daughter to the tribunal. Instead he makes her live with the agony of living without her love and while facing the fact of her character.",2021-02-15 21:23:40,False,13,,
PIM P1,261,1,0,Nicole Gonzalez,"Part One: The princess seemed more threatened and bothered by the image of her lover going into the arms of another, than by the image of a tiger tearing him apart. I don't remember her exact words, but she thinks him dying quickly if the tiger is behind the door is a better fate for him. I'm not a fan of the barbaric ancestry and tendencies this text brings up, but it seems to be given as the reason for the King and Princess to act cruel and savagely. Therefore, I do think that that behind the door the Princess motioned to is the tiger. The story reads to me as if the Princess would rather have her lover to herself in perpetuity (in her mind) by killing him off now instead of see him with someone else.",2021-02-16 11:43:12,False,13,,
PIM P1,261,1,0,Nicole Gonzalez,"Part One con't: Oops, sent the rest before finishing this thought. I think the lover goes to the door on the left instead of the door on the right, thinking on her barbaric"" nature and that she'd likely betray him  and finds a lady instead of the tiger. I'm assuming even though he knows her  it would leave him in shock knowing that the Princess would want him dead if she cannot keep him to herself.""",2021-02-16 11:48:10,False,13,,
PIM P1,261,1,0,Nicole Gonzalez,"Part Two: I think if the King discovered the truth and that the Princess had broken the law, she would be sent to the same fate as her lover. Having to choose between the two  he would ultimately make her choose which door just like other so-called criminals."" doors. The King thinks himself fair and seems to care a great deal about maintaining his just"" rule and appearance. I do think that even if he loves his daughter",2021-02-16 11:51:25,False,13,,
PIM P1,261,1,0,Lillian Roberts,"Part 1: I think that the princess will choose the door with the lady because even though she is jealous of her beauty, in the end she knows her lover loved her and could not live with the pain of killing her love. I also believe that the lover trusts her and chooses the door she picks, leaving him alive and married to the other lady.",2021-02-16 15:09:18,False,13,,
PIM P1,261,1,0,Lillian Roberts,"Part 2: I believe that the king will not make an example of his daughter for the kingdom, as this would display a bad reputation for the royal family. Instead, I believe the king will keep the knowledge of his daughter's crime to himself with the knowledge that he sent her love on a different path and she can no longer have him.",2021-02-16 15:12:02,False,13,,
PIM P1,261,1,0,Lillian Roberts,"Hello Helen Howard, I agree with your thoughts on the decision for part 1, but I don't believe the king would amplify the mistakes of his daughter by sending her to the tribunal as it would make the royal family look bad in the eyes of the public if everyone knew of her crimes.",2021-02-16 15:26:07,False,13,,Affirm
PIM P1,261,1,0,Helen Howard,"I enjoyed reading all of your perspectives.  Nicole Gonzalez- I also found the idea of barbarism"" kind of unsettling... I guess it was a pretty common theme in story telling in the ""old  but reading from my 21st century perspective days""  it feels like labeling the society as ""other"" or ""bad"".""",2021-02-16 20:33:09,False,13,,Affirm
PIM P1,261,1,0,Nicole Gonzalez,Hi Helen Howard! I feel this text is meant to unsettle in a way. It wasn't just the barbarism but also the mention of ancestry and blood that made me think it was fatalistic in a way. Kind of like the King and Princess were destined to act in cruel ways. I'm glad that someone else picked up on it too and I really liked your point that it does feel labeling a society in sweeping terms.,2021-02-17 09:27:32,False,13,,Elaborate
PIM P1,261,1,0,Teresa Stewart,"Part one: I think the lover follows the Princess's instructions and opens the door on the right to the tiger. Based on how the Princess is described as barbaric"" like her father  I think the King sends his daughter into the tribunal as well. He seems set in his ways and seems to value power over logic."" and how she struggles between the two options of leading him to his death or leading him to a life. Part two: as mentioned earlier",2021-02-17 17:05:51,False,13,,
PIM P1,261,1,0,Teresa Stewart,"Hi Kathryn Bell! I am curious to know why you think the lover would not follow the princess's instructions to open the door on the right? While the princess definitely felt untrustworthy to me, I did not get a sense that the lover felt that from her.",2021-02-17 17:10:26,False,13,,Clarify
PIM P1,261,1,0,Sandra Coleman,"Part 1:  I believe that the Princess indicated for her lover to choose the door with the other lady behind it, because her love for him was strong.  Her relationship with him wasn't only passionate feelings, but truly a deep love, that is why it pained the Princess so much to think of her lover with another woman.  I believe that the young man trusted the Princess, because he knew her very well.  He knew that she would defy her father and find the answer to save him.  That's why he looked to her for help.  They knew each other very well.",2021-02-18 13:02:08,False,13,,
PIM P1,261,1,0,Sandra Coleman,"Part 2:  I believe that the King made his daughter face her fate in the King's arena.  The King did not consider his daughter's feelings when he made her lover enter the arena.  The King didn't care whether or not his daughter would be traumatized by the event.  By sending his daughter's lover to the arena, he proved that he cared more about his own rules than the happiness and well-being of his family.  The King was more barbaric than civilized and he was very set in his ways.",2021-02-18 13:08:16,False,13,,
PIM P1,261,1,0,Nicole Gonzalez,"Hello Sandra Coleman, I think it's a good point you made that the King did not consider his daughter's feelings when he made her lover enter the arena. It does seem that when he caught them, it was immediately understood that the lover would have to put his life on the line. For that reason and his barbaric nature that is quoted a lot, I also believe he would make his daughter face her fate in the King's arena.",2021-02-19 12:46:13,False,13,,Affirm
PIM P1,261,1,0,Shirley Morris,"Part 1: I believe that he chooses the door that the Princess gives him the hint to choose. When he opens the door, the lady is there because the Princess has love that very strong for him. She knows that she would rather know that he is alive and happy than send him to his end.",2021-02-20 16:30:35,False,13,,
PIM P1,261,1,0,Shirley Morris,"Part 2: With how the King wants to assert his power over his kingdom and people, I believe he would make an example out of his daughter and send her to same fate as her lover. He didn't take her feelings about her lover into consideration so that shows how brutal his mind and rule is.",2021-02-20 16:32:35,False,13,,
PIM P1,261,1,0,Douglas Jackson,Part 1: I think the princess hints to him the door with the lover. She is described as only semi barberous and so by having her show mercy to her former lover she provides a foil of free will to the Barbarous Kings fate based judicious system.,2021-02-21 11:57:23,False,13,,
PIM P1,261,1,0,Douglas Jackson,Part 2:I think the king has to send his daughter to the ring. She has broken the rules like anyone else and so as someone who has put their trust in fate he would subject his daughter to the same punishment. Ultimately I think he would believe that she would prevail in hist justice system.,2021-02-21 11:58:37,False,13,,
PIM P1,261,1,0,Kathryn Bell,"Hi Teresa Stewart, I felt that if he truly knew her, he would know her true character and her barbaric side. The story also noted that she had seen her lover talk to the lady before, and assumed that her jealousy would be known to him prior to his tribunal.",2021-02-23 09:27:30,False,13,,Elaborate
PIM P1,261,1,0,Emily James,"I feel that with the personalities traits provided to both the king and princess, she decided that death would be more appropriate than another woman, a rival, living happily with her lover. The princess was already wavering with deciding if he was faithful, so why would she give him and her rival the satisfaction? The lion seems to be the only choice for her disposition and upbringing.",2021-02-23 13:52:39,False,13,,
PIM P1,261,1,0,Emily James,"Part 2: With the events led, created, and executed by the king, one would believe he would send his daughter to the arena as she has committed a crime, embarrassed the king, and went against the rules. He is semi-barbaric so he will probably feel guilt as the story states he loves his daughter, but he is also king. He wants to keep in power and with these events, shows his power to rule over life and death. His character would choose fame, power, and glory over love as with these events, sympathy is not a strong theme in this story.",2021-02-23 14:33:50,False,13,,
PIM P1,261,1,0,Emily James,"Hi Douglas Jackson, I like your point in Part 1 about semi barbarous but I feel she showed her mercy in dwelling on the issues day and night, losing sleep, and imagining both scenarios. The readers feels the guilt she portrays, but in the end I believe with her being the daughter of the king who created this judicial system, and growing up around these barbarous events, she sent him into the lions den - literally!",2021-02-23 14:38:11,False,13,,Affirm
PIM P1,261,1,0,Helen Howard,I have never heard this story before... and I was wondering if it is some kind of folk tale?  Has anyone else seen this story before and do you know what culture it is from?,2021-02-24 08:12:49,False,13,,
PIM P1,261,1,0,Teresa Stewart,Hi Helen Howard! I actually had the same question as I had never heard this story before. So I did some research! This short story was written by Frank Stockton in 1882. Stockton wrote a follow up to this story called The Discourager of Hesitancy. He seems to like open-ended stories like these.,2021-02-24 14:33:34,False,13,,
PIM P1,261,1,0,Sarah Adams,"Thanks for the info and research, I was wondering about this story as well. I've never read it before.",2021-02-25 14:30:43,False,13,,
PIM P1,261,1,0,Sarah Adams,In part one I think he chose the princess because of her hints.  In part two she broke the rules so the king must be true to his role as leader and must trust fate and deal with his daughter how he would anyone else.,2021-02-25 14:33:23,False,13,,
PIM P1,261,1,0,Sarah Adams,"Hello Emily James I agree with your rational regarding part 2. The king would lose respect and his reputation if he did not deal with her in the same way as others. I agree he will feel guilty and I'm sure it was difficult, but again he needs to save face.",2021-02-25 14:35:04,False,13,,Affirm
S22 Chat Synch Data,261,1,0,Natalie,"Hello everyone, can you see this?",?,True,,,
S22 Chat Synch Data,261,1,0,Natalie,This is Natalie. I can't wait to get this activity started,?,True,,,
S22 Chat Synch Data,261,1,0,Katie,Hello! I can!,?,True,,,Affirm
S22 Chat Synch Data,261,1,0,Katie,"I know, I've been waiting my the computer",?,True,,,Filler
S22 Chat Synch Data,261,1,0,Natalie,Hi Katie!,?,True,,,Filler
S22 Chat Synch Data,261,1,0,Katie,*by,?,True,,,Filler
S22 Chat Synch Data,261,1,0,Katie,"Hello, Natalie!",?,True,,,Filler
S22 Chat Synch Data,261,1,0,Natalie,I can't see when people are online but I can see that you've checked the book recently,?,True,,,Elaborate
S22 Chat Synch Data,261,1,0,Katie,I can't see anyone either unless they write a message.,?,True,,,Elaborate
S22 Chat Synch Data,261,1,0,Natalie,"I just asked Samantha if this activity is timed or if we need to spend a certain amount of time in the chat, Samantha said we can take as long as we want",?,True,,,Elaborate
S22 Chat Synch Data,261,1,0,Katie,"Okay, cool! Should we wait a couple of minutes for Rebecca or get started?",?,True,,,Affirm
S22 Chat Synch Data,261,1,0,Natalie,Sure let's wait,?,True,,,Affirm
S22 Chat Synch Data,261,1,0,Natalie,I don't think this e-book times out so we should be ok,?,True,,,
S22 Chat Synch Data,261,1,0,Katie,Okay!,?,True,,,Affirm
